Log file open, 04/11/15 13:49:02
LogInit:Display: Running engine for game: Office1
LogInit: Version: 4.7.5-2503383+++depot+UE4-Releases+4.7
LogInit: API Version: 2455222
LogInit: Compiled (64-bit): Apr  6 2015 23:21:51
[2015.04.11-20.15.51:073][525]LogWorld: Bringing up level for play took: 0.005623
[2015.04.11-20.15.51:076][525]PIE: Info Play in editor start time for /Game/FirstPersonBP/Maps/UEDPIE_0_FirstPersonExampleMap -0.795
[2015.04.11-20.16.46:236][104]LogParticles: Destroying 0 GPU particle simulations for FXSystem 0x000000BEA70E8CC0
[2015.04.11-20.17.27:498][349]LogEditorViewport: Clicking on Actor (context menu): BP_Sky_Sphere_C (SkySphereBlueprint)
[2015.04.11-20.17.28:826][396]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (SkySphereBlueprint)
[2015.04.11-20.18.26:702][162]LogSavePackage: Save=192.663910ms
[2015.04.11-20.18.26:702][162]LogSavePackage: Moving '../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Saved/FirstPersonExampleMap_Auto81AAC22FC464B6BD456545FAE62B46CD4.tmp' to '../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Saved/Autosaves/Game/FirstPersonBP/Maps/FirstPersonExampleMap_Auto8.umap'
[2015.04.11-20.18.26:715][162]LogFileHelpers: Editor autosave (incl. sublevels) for '/Game/FirstPersonBP/Maps/FirstPersonExampleMap' took 0.323
[2015.04.11-20.18.26:715][162]LogFileHelpers: Editor autosave (incl. sublevels) for all levels took 0.323
[2015.04.11-20.19.02:926][446]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (SkySphereBlueprint)
[2015.04.11-20.19.09:355][678]LogPlayLevel: PIE:  No blueprints needed recompiling
[2015.04.11-20.19.09:355][678]PIE: New page: PIE session: FirstPersonExampleMap (Apr 11, 2015, 12:19:09 PM)
[2015.04.11-20.19.09:361][678]LogPlayLevel: PIE: StaticDuplicateObject took: (0.005719s)
[2015.04.11-20.19.09:362][678]LogPlayLevel: PIE: World Init took: (0.000691s)
[2015.04.11-20.19.09:362][678]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap to /Game/FirstPersonBP/Maps/UEDPIE_0_FirstPersonExampleMap.FirstPersonExampleMap (0.006601s)
[2015.04.11-20.19.09:402][678]LogWorld: Game class is 'FirstPersonGameMode_C'
[2015.04.11-20.19.09:404][678]LogAIModule: Creating AISystem for world FirstPersonExampleMap
[2015.04.11-20.19.09:410][678]LogWorld: Bringing World /Game/FirstPersonBP/Maps/UEDPIE_0_FirstPersonExampleMap.FirstPersonExampleMap up for play (max tick rate 0) at 2015.04.11-16.19.09
[2015.04.11-20.19.09:411][678]LogWorld: Bringing up level for play took: 0.005617
[2015.04.11-20.19.09:414][678]PIE: Info Play in editor start time for /Game/FirstPersonBP/Maps/UEDPIE_0_FirstPersonExampleMap -0.457
[2015.04.11-20.19.12:028][822]LogParticles: Destroying 0 GPU particle simulations for FXSystem 0x000000BEBDA2EA20
[2015.04.11-20.19.13:952][894]MapCheck: New page: Map Check
[2015.04.11-20.19.14:005][894]Cmd: MAP REBUILD ALLVISIBLE
[2015.04.11-20.19.14:006][894]LogEditorServer: Rebuildmap Clear paths rebuilt
[2015.04.11-20.19.14:051][894]LightingResults: New page: Lighting Build - Apr 11, 2015, 12:19:14 PM
[2015.04.11-20.19.18:573][894]LogStaticLightingSystem:Warning: No importance volume found, so the scene bounding box was used.  You can optimize your scene's quality and lighting build times by adding importance volumes.
[2015.04.11-20.19.18:573][894]LogStaticLightingSystem: Running Lightmass w/ ImmediateImport mode ENABLED
[2015.04.11-20.19.18:573][894]LogStaticLightingSystem: Running Lightmass w/ ImmediateProcess mode ENABLED
[2015.04.11-20.19.18:573][894]LogStaticLightingSystem: Running Lightmass w/ Sorting mode ENABLED
[2015.04.11-20.19.18:573][894]LogStaticLightingSystem: Running Lightmass w/ Mapping paddings ENABLED
[2015.04.11-20.19.18:573][894]LogStaticLightingSystem: Running Lightmass w/ Mapping debug paddings DISABLED
[2015.04.11-20.19.18:686][894]LogEditorBuildUtils: Build time 0:00:04
[2015.04.11-20.19.21:049][972]Job is a success!
[2015.04.11-20.19.21:329][973]LogTexture:Display: Building textures: HQ_Lightmap1_1 (AutoDXT)
[2015.04.11-20.19.21:500][973]LogTexture:Display: Building textures: LQ_Lightmap_1_3 (DXT1)
[2015.04.11-20.19.21:504][973]LogTexture:Display: Building textures: HQ_Lightmap1_3 (AutoDXT)
[2015.04.11-20.19.21:511][973]LogTexture:Display: Building textures: LQ_Lightmap_0_2 (DXT1)
[2015.04.11-20.19.21:565][973]LogTexture:Display: Building textures: HQ_Lightmap0_2 (AutoDXT)
[2015.04.11-20.19.21:649][973]LogTexture:Display: Building textures: LQ_Lightmap_0_1 (DXT1)
[2015.04.11-20.19.21:785][973]LogTexture:Display: Building textures: ShadowMapTexture2D_12 (BGRA8)
[2015.04.11-20.19.21:985][973]LogTexture:Display: Building textures: ShadowMapTexture2D_13 (BGRA8)
[2015.04.11-20.19.22:017][973]LogTexture:Display: Building textures: ShadowMapTexture2D_14 (BGRA8)
[2015.04.11-20.19.22:049][973]Lightmass on GRAPHICSSERVER: 2.85 sec total, 126 ms importing, 1 ms setup, 282 ms photons, 2.41 sec processing, 0 ms extra exporting [36/36 mappings]. Threads: 16.7 sec total, 5.49 sec processing.
[2015.04.11-20.19.22:058][973]LogStaticLightingSystem: Illumination: 7.94 sec (795 ms encoding lightmaps)
[2015.04.11-20.19.22:058][973]LogStaticLightingSystem: Lightmap texture memory:  1.7 MB (0.3 MB streaming, 1.3 MB non-streaming), 6 textures
[2015.04.11-20.19.22:058][973]LogStaticLightingSystem: Shadowmap texture memory: 6.7 MB (1.4 MB streaming, 5.3 MB non-streaming), 7 textures
[2015.04.11-20.19.22:591][974]Cmd: MAP CHECK NOTIFYRESULTS
[2015.04.11-20.19.22:592][974]MapCheck: New page: FirstPersonExampleMap - Apr 11, 2015, 12:19:22 PM
[2015.04.11-20.19.22:713][974]MapCheck: Info Map check complete: 0 Error(s), 0 Warning(s), took 121.216ms to complete.
[2015.04.11-20.19.28:893][223]LogPlayLevel: PIE:  No blueprints needed recompiling
[2015.04.11-20.19.28:893][223]PIE: New page: PIE session: FirstPersonExampleMap (Apr 11, 2015, 12:19:28 PM)
[2015.04.11-20.19.28:910][223]LogPlayLevel: PIE: StaticDuplicateObject took: (0.005823s)
[2015.04.11-20.19.28:911][223]LogPlayLevel: PIE: World Init took: (0.000676s)
[2015.04.11-20.19.28:911][223]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap to /Game/FirstPersonBP/Maps/UEDPIE_0_FirstPersonExampleMap.FirstPersonExampleMap (0.006681s)
[2015.04.11-20.19.28:956][223]LogWorld: Game class is 'FirstPersonGameMode_C'
[2015.04.11-20.19.28:958][223]LogAIModule: Creating AISystem for world FirstPersonExampleMap
[2015.04.11-20.19.28:963][223]LogWorld: Bringing World /Game/FirstPersonBP/Maps/UEDPIE_0_FirstPersonExampleMap.FirstPersonExampleMap up for play (max tick rate 0) at 2015.04.11-16.19.28
[2015.04.11-20.19.28:964][223]LogWorld: Bringing up level for play took: 0.005680
[2015.04.11-20.19.28:967][223]PIE: Info Play in editor start time for /Game/FirstPersonBP/Maps/UEDPIE_0_FirstPersonExampleMap -0.904
[2015.04.11-20.21.09:015][603]LogParticles: Destroying 0 GPU particle simulations for FXSystem 0x000000BEBDECE0C0
[2015.04.11-20.21.14:099][812]LogTexture:Warning: Failed to stream mip data from the derived data cache for /Game/FirstPersonBP/Maps/FirstPersonExampleMap.HQ_Lightmap0_1. Streaming mips will be recached.
[2015.04.11-20.21.14:128][812]LogTexture:Display: Building textures: HQ_Lightmap0_1 (AutoDXT)
[2015.04.11-20.21.16:658][912]LogEditorViewport: Clicking on Actor (LMB): PointLight (PointLight)
[2015.04.11-20.21.55:763][400]Cmd: SELECT NONE
[2015.04.11-20.22.03:272][685]LogEditorViewport: Clicking on Actor (LMB): PointLight (PointLight)
[2015.04.11-20.22.03:357][685]LogEditorViewport: Clicking on Component (LMB): PointLightComponent (LightComponent0)
[2015.04.11-20.23.09:681][489]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (SkySphereBlueprint)
[2015.04.11-20.23.27:010][198]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (SkySphereBlueprint)
[2015.04.11-20.23.35:810][521]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (SkySphereBlueprint)
[2015.04.11-20.23.50:011][ 32]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (SkySphereBlueprint)
[2015.04.11-20.24.36:292][913]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (SkySphereBlueprint)
[2015.04.11-20.26.05:517][277]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (SkySphereBlueprint)
[2015.04.11-20.26.05:580][277]LogEditorViewport: Clicking on Component (LMB): StaticMeshComponent (Sky Sphere mesh)
[2015.04.11-20.26.07:009][332]Cmd: EDCALLBACK SURFPROPS
[2015.04.11-20.26.17:650][758]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (SkySphereBlueprint)
[2015.04.11-20.27.33:826][ 15]Cmd: SELECT NONE
[2015.04.11-20.28.02:749][149]LogContentBrowser:Verbose: The content browser source was changed by the sources view to '/Game/StarterContent/Architecture'
[2015.04.11-20.28.05:471][233]LogActorFactory: Actor Factory created Pillar_50x500
[2015.04.11-20.28.07:499][305]LogActorFactory: Actor Factory created Pillar_50x500
[2015.04.11-20.28.13:232][382]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Pillar_50x500)
[2015.04.11-20.29.33:525][532]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Pillar_50x500)
[2015.04.11-20.29.41:691][838]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (SkySphereBlueprint)
[2015.04.11-20.29.55:584][170]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Pillar_50x500)
[2015.04.11-20.30.23:832][  5]LogSavePackage: Save=164.218750ms
[2015.04.11-20.30.23:832][  5]LogSavePackage: Moving '../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Saved/FirstPersonExampleMap_Auto95EA7000A4C368DEF317AC0A036FA19CA.tmp' to '../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Saved/Autosaves/Game/FirstPersonBP/Maps/FirstPersonExampleMap_Auto9.umap'
[2015.04.11-20.30.23:840][  5]LogFileHelpers: Editor autosave (incl. sublevels) for '/Game/FirstPersonBP/Maps/FirstPersonExampleMap' took 0.279
[2015.04.11-20.30.23:840][  5]LogFileHelpers: Editor autosave (incl. sublevels) for all levels took 0.279
[2015.04.11-20.34.05:663][568]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (SkySphereBlueprint)
[2015.04.11-20.35.02:754][632]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Pillar_50x500)
[2015.04.11-20.35.21:298][369]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (SkySphereBlueprint)
[2015.04.11-20.35.28:818][672]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Pillar_50x500)
[2015.04.11-20.37.23:208][472]LogSavePackage: Save=166.720749ms
[2015.04.11-20.37.23:208][472]LogSavePackage: Moving '../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Saved/FirstPersonExampleMap0269AC1940AE3306DFE60E91D4180E47.tmp' to '../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/FirstPersonBP/Maps/FirstPersonExampleMap.umap'
[2015.04.11-20.37.23:237][472]LogFileHelpers: Saving map 'FirstPersonExampleMap' took 0.365
[2015.04.11-20.37.23:396][472]LogSavePackage: Save=137.048904ms
[2015.04.11-20.37.23:396][472]LogSavePackage: Moving '../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Saved/FirstPersonCharacter3072D6EC406526DEF642C4ABC7F74B70.tmp' to '../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/FirstPersonBP/Blueprints/FirstPersonCharacter.uasset'
[2015.04.11-21.14.33:541][823]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (SkySphereBlueprint)
[2015.04.11-21.14.41:321][150]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (SkySphereBlueprint)
[2015.04.11-21.14.54:509][691]LogPlayLevel: PIE:  No blueprints needed recompiling
[2015.04.11-21.14.54:509][691]PIE: New page: PIE session: FirstPersonExampleMap (Apr 11, 2015, 1:14:54 PM)
[2015.04.11-21.14.54:526][691]LogPlayLevel: PIE: StaticDuplicateObject took: (0.006022s)
[2015.04.11-21.14.54:527][691]LogPlayLevel: PIE: World Init took: (0.000859s)
[2015.04.11-21.14.54:527][691]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap to /Game/FirstPersonBP/Maps/UEDPIE_0_FirstPersonExampleMap.FirstPersonExampleMap (0.007086s)
[2015.04.11-21.14.54:570][691]LogWorld: Game class is 'FirstPersonGameMode_C'
[2015.04.11-21.14.54:572][691]LogAIModule: Creating AISystem for world FirstPersonExampleMap
[2015.04.11-21.14.54:578][691]LogWorld: Bringing World /Game/FirstPersonBP/Maps/UEDPIE_0_FirstPersonExampleMap.FirstPersonExampleMap up for play (max tick rate 0) at 2015.04.11-17.14.54
[2015.04.11-21.14.54:578][691]LogWorld: Bringing up level for play took: 0.005852
[2015.04.11-21.14.54:582][691]PIE: Info Play in editor start time for /Game/FirstPersonBP/Maps/UEDPIE_0_FirstPersonExampleMap 0.711
[2015.04.11-21.14.56:359][797]LogParticles: Destroying 0 GPU particle simulations for FXSystem 0x000000BEB875A520
[2015.04.11-21.14.57:819][849]MapCheck: New page: Map Check
[2015.04.11-21.14.57:858][849]Cmd: MAP REBUILD ALLVISIBLE
[2015.04.11-21.14.57:858][849]LogEditorServer: Rebuildmap Clear paths rebuilt
[2015.04.11-21.14.57:904][849]LightingResults: New page: Lighting Build - Apr 11, 2015, 1:14:57 PM
[2015.04.11-21.15.02:424][849]LogStaticLightingSystem:Warning: No importance volume found, so the scene bounding box was used.  You can optimize your scene's quality and lighting build times by adding importance volumes.
[2015.04.11-21.15.02:425][849]LogStaticLightingSystem: Running Lightmass w/ ImmediateImport mode ENABLED
[2015.04.11-21.15.02:425][849]LogStaticLightingSystem: Running Lightmass w/ ImmediateProcess mode ENABLED
[2015.04.11-21.15.02:425][849]LogStaticLightingSystem: Running Lightmass w/ Sorting mode ENABLED
[2015.04.11-21.15.02:425][849]LogStaticLightingSystem: Running Lightmass w/ Mapping paddings ENABLED
[2015.04.11-21.15.02:425][849]LogStaticLightingSystem: Running Lightmass w/ Mapping debug paddings DISABLED
[2015.04.11-21.15.02:544][849]LogEditorBuildUtils: Build time 0:00:04
[2015.04.11-21.15.04:745][951]Job is a success!
[2015.04.11-21.15.05:022][952]LogTexture:Display: Building textures: HQ_Lightmap0_1 (AutoDXT)
[2015.04.11-21.15.05:194][952]LogTexture:Display: Building textures: LQ_Lightmap_0_3 (DXT1)
[2015.04.11-21.15.05:198][952]LogTexture:Display: Building textures: HQ_Lightmap0_3 (AutoDXT)
[2015.04.11-21.15.05:205][952]LogTexture:Display: Building textures: LQ_Lightmap_0_2 (DXT1)
[2015.04.11-21.15.05:268][952]LogTexture:Display: Building textures: HQ_Lightmap0_2 (AutoDXT)
[2015.04.11-21.15.05:352][952]LogTexture:Display: Building textures: LQ_Lightmap_1_1 (DXT1)
[2015.04.11-21.15.05:495][952]LogTexture:Display: Building textures: ShadowMapTexture2D_15 (BGRA8)
[2015.04.11-21.15.05:695][952]LogTexture:Display: Building textures: ShadowMapTexture2D_16 (BGRA8)
[2015.04.11-21.15.05:751][952]LogTexture:Display: Building textures: ShadowMapTexture2D_17 (BGRA8)
[2015.04.11-21.15.05:794][952]Lightmass on GRAPHICSSERVER: 2.82 sec total, 129 ms importing, 1 ms setup, 291 ms photons, 2.37 sec processing, 0 ms extra exporting [37/37 mappings]. Threads: 16.4 sec total, 6.08 sec processing.
[2015.04.11-21.15.05:804][952]LogStaticLightingSystem: Illumination: 7.84 sec (848 ms encoding lightmaps)
[2015.04.11-21.15.05:804][952]LogStaticLightingSystem: Lightmap texture memory:  1.7 MB (0.3 MB streaming, 1.3 MB non-streaming), 6 textures
[2015.04.11-21.15.05:804][952]LogStaticLightingSystem: Shadowmap texture memory: 10.0 MB (2.0 MB streaming, 8.0 MB non-streaming), 10 textures
[2015.04.11-21.15.06:442][953]Cmd: MAP CHECK NOTIFYRESULTS
[2015.04.11-21.15.06:443][953]MapCheck: New page: FirstPersonExampleMap - Apr 11, 2015, 1:15:06 PM
[2015.04.11-21.15.06:571][953]MapCheck: Info Map check complete: 0 Error(s), 0 Warning(s), took 128.498ms to complete.
[2015.04.11-21.15.08:504][ 16]LogSavePackage: Save=223.274582ms
[2015.04.11-21.15.08:504][ 16]LogSavePackage: Moving '../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Saved/FirstPersonExampleMap_Auto0DBE1F4AA4532F63D532A6BB052B5DB31.tmp' to '../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Saved/Autosaves/Game/FirstPersonBP/Maps/FirstPersonExampleMap_Auto0.umap'
[2015.04.11-21.15.08:509][ 16]LogFileHelpers: Editor autosave (incl. sublevels) for '/Game/FirstPersonBP/Maps/FirstPersonExampleMap' took 0.301
[2015.04.11-21.15.08:509][ 16]LogFileHelpers: Editor autosave (incl. sublevels) for all levels took 0.301
[2015.04.11-21.15.09:006][ 44]LogPlayLevel: PIE:  No blueprints needed recompiling
[2015.04.11-21.15.09:006][ 44]PIE: New page: PIE session: FirstPersonExampleMap (Apr 11, 2015, 1:15:09 PM)
[2015.04.11-21.15.09:012][ 44]LogPlayLevel: PIE: StaticDuplicateObject took: (0.005696s)
[2015.04.11-21.15.09:013][ 44]LogPlayLevel: PIE: World Init took: (0.000645s)
[2015.04.11-21.15.09:013][ 44]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap to /Game/FirstPersonBP/Maps/UEDPIE_0_FirstPersonExampleMap.FirstPersonExampleMap (0.006518s)
[2015.04.11-21.15.09:056][ 44]LogWorld: Game class is 'FirstPersonGameMode_C'
[2015.04.11-21.15.09:059][ 44]LogAIModule: Creating AISystem for world FirstPersonExampleMap
[2015.04.11-21.15.09:064][ 44]LogWorld: Bringing World /Game/FirstPersonBP/Maps/UEDPIE_0_FirstPersonExampleMap.FirstPersonExampleMap up for play (max tick rate 0) at 2015.04.11-17.15.09
[2015.04.11-21.15.09:065][ 44]LogWorld: Bringing up level for play took: 0.005890
[2015.04.11-21.15.09:068][ 44]PIE: Info Play in editor start time for /Game/FirstPersonBP/Maps/UEDPIE_0_FirstPersonExampleMap -0.803
[2015.04.11-21.15.31:198][518]LogParticles: Destroying 0 GPU particle simulations for FXSystem 0x000000BEBDECC2C0
[2015.04.11-21.15.39:037][855]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Pillar_50x500)
[2015.04.11-21.15.39:094][855]LogEditorViewport: Clicking on Component (LMB): StaticMeshComponent (StaticMeshComponent0)
[2015.04.11-21.15.46:098][175]Cmd: TRANSACTION UNDO
[2015.04.11-21.15.46:098][175]LogEditorTransaction: Undo Move Components
[2015.04.11-21.15.52:362][449]Cmd: TRANSACTION UNDO
[2015.04.11-21.15.52:362][449]LogEditorTransaction: Undo Move Components
[2015.04.11-21.15.53:520][489]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (SkySphereBlueprint)
[2015.04.11-21.15.54:360][526]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Pillar_50x500)
[2015.04.11-21.16.32:355][207]LogTexture:Warning: Failed to stream mip data from the derived data cache for /Game/FirstPersonBP/Maps/FirstPersonExampleMap.HQ_Lightmap1_1. Streaming mips will be recached.
[2015.04.11-21.16.32:384][207]LogTexture:Display: Building textures: HQ_Lightmap1_1 (AutoDXT)
[2015.04.11-21.16.41:472][597]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Pillar_50x500)
[2015.04.11-21.16.51:424][ 25]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (SkySphereBlueprint)
[2015.04.11-21.16.57:127][260]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Pillar_50x500)
[2015.04.11-21.17.47:606][306]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (SkySphereBlueprint)
[2015.04.11-21.19.30:628][ 18]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Pillar_50x500)
[2015.04.11-21.20.55:324][294]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (SkySphereBlueprint)
[2015.04.11-21.21.29:834][663]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Pillar_50x503)
[2015.04.11-21.21.38:630][985]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (SkySphereBlueprint)
[2015.04.11-21.21.46:511][286]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Pillar_50x503)
[2015.04.11-21.22.18:908][476]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (SkySphereBlueprint)
[2015.04.11-21.22.32:017][958]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Pillar_50x503)
[2015.04.11-21.22.38:821][194]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (SkySphereBlueprint)
[2015.04.11-21.23.09:016][472]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Pillar_50x503)
[2015.04.11-21.23.49:456][913]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (SkySphereBlueprint)
